,state,abbreviation,ages,year,population,area (sq. mi)
1145,New Hampshire,NH,total,2013,1323459.0,9351
1146,New Hampshire,NH,total,2010,1316614.0,9351
1147,New Hampshire,NH,under18,2010,285702.0,9351
1148,New Hampshire,NH,total,2011,1318075.0,9351
1149,New Hampshire,NH,under18,2011,280486.0,9351
1150,New Hampshire,NH,under18,2012,275818.0,9351
1151,New Hampshire,NH,total,2012,1321617.0,9351
1152,New Jersey,NJ,total,2012,8867749.0,8722
1153,New Jersey,NJ,under18,2012,2035106.0,8722
1154,New Jersey,NJ,under18,2011,2049453.0,8722
1155,New Jersey,NJ,total,2011,8836639.0,8722
1156,New Jersey,NJ,under18,2010,2062013.0,8722
1157,New Jersey,NJ,total,2010,8802707.0,8722
1158,New Jersey,NJ,total,2013,8899339.0,8722
1159,New Jersey,NJ,total,2009,8755602.0,8722
1160,New Jersey,NJ,under18,2009,2068684.0,8722
1161,New Jersey,NJ,under18,2013,2022117.0,8722
1162,New Jersey,NJ,total,2007,8677885.0,8722
1163,New Jersey,NJ,under18,2007,2091023.0,8722
1164,New Jersey,NJ,total,2008,8711090.0,8722
1165,New Jersey,NJ,under18,2008,2076366.0,8722
1166,New Jersey,NJ,total,2006,8661679.0,8722
1167,New Jersey,NJ,under18,2006,2106403.0,8722
1168,New Jersey,NJ,total,2005,8651974.0,8722
1169,New Jersey,NJ,under18,2005,2121878.0,8722
1170,New Jersey,NJ,total,2003,8601402.0,8722
1171,New Jersey,NJ,under18,2003,2126014.0,8722
1172,New Jersey,NJ,total,2004,8634561.0,8722
1173,New Jersey,NJ,under18,2004,2129051.0,8722
1174,New Jersey,NJ,total,2002,8552643.0,8722
1175,New Jersey,NJ,under18,2002,2116591.0,8722
1176,New Jersey,NJ,total,2001,8492671.0,8722
1177,New Jersey,NJ,under18,2001,2102838.0,8722
1178,New Jersey,NJ,total,1999,8359592.0,8722
1179,New Jersey,NJ,under18,1999,2066678.0,8722
1180,New Jersey,NJ,total,2000,8430621.0,8722
1181,New Jersey,NJ,under18,2000,2088885.0,8722
1182,New Jersey,NJ,total,1997,8218808.0,8722
1183,New Jersey,NJ,under18,1997,2028349.0,8722
1184,New Jersey,NJ,under18,1998,2042080.0,8722
1185,New Jersey,NJ,total,1998,8287418.0,8722
1186,New Jersey,NJ,total,1995,8083242.0,8722
1187,New Jersey,NJ,under18,1995,1997187.0,8722
1188,New Jersey,NJ,under18,1996,2016502.0,8722
1189,New Jersey,NJ,total,1996,8149596.0,8722
1190,New Jersey,NJ,under18,1992,1890108.0,8722
1191,New Jersey,NJ,total,1992,7880508.0,8722
1192,New Jersey,NJ,total,1993,7948915.0,8722
1193,New Jersey,NJ,under18,1993,1928623.0,8722
1194,New Jersey,NJ,under18,1994,1968232.0,8722
1195,New Jersey,NJ,total,1994,8014306.0,8722
1196,New Jersey,NJ,total,1991,7814676.0,8722
1197,New Jersey,NJ,under18,1991,1849605.0,8722
1198,New Jersey,NJ,under18,1990,1818187.0,8722
1199,New Jersey,NJ,total,1990,7762963.0,8722
1200,New Mexico,NM,total,1990,1521574.0,121593
1201,New Mexico,NM,under18,1990,453538.0,121593
1202,New Mexico,NM,under18,1991,461811.0,121593
1203,New Mexico,NM,total,1991,1555305.0,121593
1204,New Mexico,NM,under18,1994,497542.0,121593
1205,New Mexico,NM,under18,1993,487742.0,121593
1206,New Mexico,NM,total,1993,1636453.0,121593
1207,New Mexico,NM,total,1992,1595442.0,121593
1208,New Mexico,NM,under18,1992,473176.0,121593
1209,New Mexico,NM,total,1994,1682398.0,121593
1210,New Mexico,NM,under18,1996,508100.0,121593
1211,New Mexico,NM,total,1995,1720394.0,121593
1212,New Mexico,NM,under18,1995,504558.0,121593
1213,New Mexico,NM,total,1996,1752326.0,121593
1214,New Mexico,NM,under18,1998,512801.0,121593
1215,New Mexico,NM,total,1998,1793484.0,121593
1216,New Mexico,NM,total,1997,1774839.0,121593
1217,New Mexico,NM,under18,1997,514500.0,121593
1218,New Mexico,NM,under18,1999,511135.0,121593
1219,New Mexico,NM,total,1999,1808082.0,121593
1220,New Mexico,NM,total,2000,1821204.0,121593
1221,New Mexico,NM,under18,2000,508132.0,121593
1222,New Mexico,NM,total,2001,1831690.0,121593
1223,New Mexico,NM,under18,2001,503404.0,121593
1224,New Mexico,NM,total,2002,1855309.0,121593
1225,New Mexico,NM,under18,2002,502779.0,121593
1226,New Mexico,NM,total,2004,1903808.0,121593
1227,New Mexico,NM,under18,2004,501184.0,121593
1228,New Mexico,NM,total,2003,1877574.0,121593
1229,New Mexico,NM,under18,2003,500777.0,121593
1230,New Mexico,NM,total,2005,1932274.0,121593
1231,New Mexico,NM,under18,2005,502612.0,121593
1232,New Mexico,NM,total,2006,1962137.0,121593
1233,New Mexico,NM,under18,2006,505125.0,121593
1234,New Mexico,NM,total,2008,2010662.0,121593
1235,New Mexico,NM,under18,2008,511214.0,121593
1236,New Mexico,NM,total,2007,1990070.0,121593
1237,New Mexico,NM,under18,2007,508725.0,121593
1238,New Mexico,NM,under18,2013,507540.0,121593
1239,New Mexico,NM,total,2013,2085287.0,121593
1240,New Mexico,NM,total,2009,2036802.0,121593
1241,New Mexico,NM,under18,2009,515470.0,121593
1242,New Mexico,NM,total,2010,2064982.0,121593
1243,New Mexico,NM,under18,2010,518763.0,121593
1244,New Mexico,NM,under18,2011,516513.0,121593
1245,New Mexico,NM,total,2011,2077919.0,121593
1246,New Mexico,NM,under18,2012,512314.0,121593
1247,New Mexico,NM,total,2012,2083540.0,121593
1248,New York,NY,total,2012,19576125.0,54475
1249,New York,NY,under18,2012,4264694.0,54475
1250,New York,NY,total,2011,19502728.0,54475
1251,New York,NY,under18,2011,4294555.0,54475
1252,New York,NY,under18,2010,4318033.0,54475
1253,New York,NY,total,2010,19398228.0,54475
1254,New York,NY,total,2009,19307066.0,54475
1255,New York,NY,under18,2009,4342926.0,54475
1256,New York,NY,total,2013,19651127.0,54475
1257,New York,NY,under18,2013,4239976.0,54475
1258,New York,NY,total,2007,19132335.0,54475
1259,New York,NY,under18,2007,4410949.0,54475
1260,New York,NY,total,2008,19212436.0,54475
1261,New York,NY,under18,2008,4372170.0,54475
1262,New York,NY,total,2006,19104631.0,54475
1263,New York,NY,under18,2006,4457777.0,54475
1264,New York,NY,total,2005,19132610.0,54475
1265,New York,NY,under18,2005,4514456.0,54475
1266,New York,NY,total,2003,19175939.0,54475
1267,New York,NY,under18,2003,4619506.0,54475
1268,New York,NY,total,2004,19171567.0,54475
1269,New York,NY,under18,2004,4574065.0,54475
1270,New York,NY,total,2002,19137800.0,54475
1271,New York,NY,under18,2002,4652232.0,54475
1272,New York,NY,total,2001,19082838.0,54475
1273,New York,NY,under18,2001,4672425.0,54475
1274,New York,NY,under18,1999,4672587.0,54475
1275,New York,NY,total,1999,18882725.0,54475
1276,New York,NY,total,2000,19001780.0,54475
1277,New York,NY,under18,2000,4687374.0,54475
1278,New York,NY,under18,1997,4670787.0,54475
1279,New York,NY,total,1997,18656546.0,54475
1280,New York,NY,total,1998,18755906.0,54475
1281,New York,NY,under18,1998,4652140.0,54475
1282,New York,NY,total,1996,18588460.0,54475
1283,New York,NY,under18,1995,4648419.0,54475
1284,New York,NY,total,1995,18524104.0,54475
1285,New York,NY,under18,1996,4667647.0,54475
1286,New York,NY,total,1994,18459470.0,54475
1287,New York,NY,under18,1992,4465539.0,54475
1288,New York,NY,total,1992,18246653.0,54475
1289,New York,NY,total,1993,18374954.0,54475
1290,New York,NY,under18,1993,4538171.0,54475
1291,New York,NY,under18,1994,4605284.0,54475
1292,New York,NY,total,1991,18122510.0,54475
1293,New York,NY,under18,1991,4372727.0,54475
1294,New York,NY,under18,1990,4281643.0,54475
1295,New York,NY,total,1990,18020784.0,54475
1296,North Carolina,NC,under18,1990,1625804.0,53821
1297,North Carolina,NC,total,1990,6664016.0,53821
1298,North Carolina,NC,total,1991,6784280.0,53821
1299,North Carolina,NC,under18,1991,1640394.0,53821
1300,North Carolina,NC,total,1993,7042818.0,53821
1301,North Carolina,NC,under18,1993,1710267.0,53821
1302,North Carolina,NC,under18,1992,1674144.0,53821
1303,North Carolina,NC,total,1992,6897214.0,53821
1304,North Carolina,NC,under18,1994,1750754.0,53821
1305,North Carolina,NC,total,1994,7187398.0,53821
1306,North Carolina,NC,total,1995,7344674.0,53821
1307,North Carolina,NC,under18,1995,1785150.0,53821
1308,North Carolina,NC,under18,1996,1821506.0,53821
1309,North Carolina,NC,total,1996,7500670.0,53821
1310,North Carolina,NC,under18,1998,1894753.0,53821
1311,North Carolina,NC,total,1998,7809122.0,53821
1312,North Carolina,NC,total,1997,7656825.0,53821
1313,North Carolina,NC,under18,1997,1861621.0,53821
1314,North Carolina,NC,total,2000,8081614.0,53821
1315,North Carolina,NC,under18,2000,1967626.0,53821
1316,North Carolina,NC,total,1999,7949362.0,53821
1317,North Carolina,NC,under18,1999,1932141.0,53821
1318,North Carolina,NC,total,2001,8210122.0,53821
1319,North Carolina,NC,under18,2001,2003782.0,53821
1320,North Carolina,NC,total,2002,8326201.0,53821
1321,North Carolina,NC,under18,2002,2034451.0,53821
1322,North Carolina,NC,total,2004,8553152.0,53821
1323,North Carolina,NC,under18,2004,2085165.0,53821
1324,North Carolina,NC,total,2003,8422501.0,53821
1325,North Carolina,NC,under18,2003,2060838.0,53821
1326,North Carolina,NC,total,2005,8705407.0,53821
1327,North Carolina,NC,under18,2005,2122485.0,53821
1328,North Carolina,NC,total,2006,8917270.0,53821
1329,North Carolina,NC,under18,2006,2166393.0,53821
1330,North Carolina,NC,total,2008,9309449.0,53821
1331,North Carolina,NC,under18,2008,2252101.0,53821
1332,North Carolina,NC,total,2007,9118037.0,53821
1333,North Carolina,NC,under18,2007,2219168.0,53821
1334,North Carolina,NC,under18,2013,2285605.0,53821
1335,North Carolina,NC,total,2013,9848060.0,53821
1336,North Carolina,NC,total,2009,9449566.0,53821
1337,North Carolina,NC,under18,2009,2272955.0,53821
1338,North Carolina,NC,total,2010,9559533.0,53821
1339,North Carolina,NC,under18,2010,2282288.0,53821
1340,North Carolina,NC,under18,2011,2284238.0,53821
1341,North Carolina,NC,total,2011,9651377.0,53821
1342,North Carolina,NC,under18,2012,2284122.0,53821
1343,North Carolina,NC,total,2012,9748364.0,53821
1344,North Dakota,ND,total,2012,701345.0,70704
1345,North Dakota,ND,under18,2012,156765.0,70704
1346,North Dakota,ND,total,2011,684867.0,70704
1347,North Dakota,ND,under18,2011,152357.0,70704
1348,North Dakota,ND,under18,2010,150179.0,70704
1349,North Dakota,ND,total,2010,674344.0,70704
1350,North Dakota,ND,total,2009,664968.0,70704
1351,North Dakota,ND,under18,2009,148674.0,70704
1352,North Dakota,ND,total,2013,723393.0,70704
1353,North Dakota,ND,under18,2013,162688.0,70704
1354,North Dakota,ND,total,2007,652822.0,70704
1355,North Dakota,ND,under18,2007,147263.0,70704
1356,North Dakota,ND,total,2008,657569.0,70704
1357,North Dakota,ND,under18,2008,147462.0,70704
1358,North Dakota,ND,total,2006,649422.0,70704
1359,North Dakota,ND,under18,2006,147331.0,70704
1360,North Dakota,ND,total,2005,646089.0,70704
1361,North Dakota,ND,under18,2005,148119.0,70704
1362,North Dakota,ND,total,2003,638817.0,70704
1363,North Dakota,ND,under18,2003,150406.0,70704
1364,North Dakota,ND,total,2004,644705.0,70704
1365,North Dakota,ND,under18,2004,149128.0,70704
1366,North Dakota,ND,total,2002,638168.0,70704
1367,North Dakota,ND,under18,2002,153097.0,70704
1368,North Dakota,ND,total,2001,639062.0,70704
1369,North Dakota,ND,under18,2001,156113.0,70704
1370,North Dakota,ND,total,1999,644259.0,70704
1371,North Dakota,ND,under18,1999,163056.0,70704
1372,North Dakota,ND,total,2000,642023.0,70704
1373,North Dakota,ND,under18,2000,160477.0,70704
1374,North Dakota,ND,total,1997,649716.0,70704
1375,North Dakota,ND,under18,1997,167475.0,70704
1376,North Dakota,ND,under18,1998,165448.0,70704
1377,North Dakota,ND,total,1998,647532.0,70704
1378,North Dakota,ND,under18,1996,169257.0,70704
1379,North Dakota,ND,total,1996,650382.0,70704
1380,North Dakota,ND,total,1995,647832.0,70704
1381,North Dakota,ND,under18,1995,171146.0,70704
1382,North Dakota,ND,under18,1994,172160.0,70704
1383,North Dakota,ND,total,1994,644806.0,70704
1384,North Dakota,ND,under18,1992,172052.0,70704
1385,North Dakota,ND,total,1992,638223.0,70704
1386,North Dakota,ND,total,1993,641216.0,70704
1387,North Dakota,ND,under18,1993,172168.0,70704
1388,North Dakota,ND,total,1991,635753.0,70704
1389,North Dakota,ND,under18,1991,171730.0,70704
1390,North Dakota,ND,under18,1990,170920.0,70704
1391,North Dakota,ND,total,1990,637685.0,70704
1392,Ohio,OH,under18,1990,2778491.0,44828
1393,Ohio,OH,total,1990,10864162.0,44828
1394,Ohio,OH,total,1991,10945762.0,44828
1395,Ohio,OH,under18,1991,2806959.0,44828
1396,Ohio,OH,total,1993,11101140.0,44828
1397,Ohio,OH,under18,1993,2855785.0,44828
1398,Ohio,OH,under18,1992,2839356.0,44828
1399,Ohio,OH,total,1992,11029431.0,44828
1400,Ohio,OH,under18,1994,2875397.0,44828
1401,Ohio,OH,total,1994,11152455.0,44828
1402,Ohio,OH,total,1995,11202751.0,44828
1403,Ohio,OH,under18,1995,2879930.0,44828
1404,Ohio,OH,under18,1996,2883443.0,44828
1405,Ohio,OH,total,1996,11242827.0,44828
1406,Ohio,OH,under18,1998,2896255.0,44828
1407,Ohio,OH,total,1998,11311536.0,44828
1408,Ohio,OH,total,1997,11277357.0,44828
1409,Ohio,OH,under18,1997,2897375.0,44828
1410,Ohio,OH,total,2000,11363543.0,44828
1411,Ohio,OH,under18,2000,2886585.0,44828
1412,Ohio,OH,total,1999,11335454.0,44828
1413,Ohio,OH,under18,1999,2893270.0,44828
1414,Ohio,OH,total,2001,11387404.0,44828
1415,Ohio,OH,under18,2001,2878123.0,44828
1416,Ohio,OH,total,2002,11407889.0,44828
1417,Ohio,OH,under18,2002,2865674.0,44828
1418,Ohio,OH,total,2004,11452251.0,44828
1419,Ohio,OH,under18,2004,2836068.0,44828
1420,Ohio,OH,total,2003,11434788.0,44828
1421,Ohio,OH,under18,2003,2849573.0,44828
1422,Ohio,OH,total,2005,11463320.0,44828
1423,Ohio,OH,under18,2005,2819794.0,44828
1424,Ohio,OH,total,2006,11481213.0,44828
1425,Ohio,OH,under18,2006,2804828.0,44828
1426,Ohio,OH,total,2008,11515391.0,44828
1427,Ohio,OH,under18,2008,2768968.0,44828
1428,Ohio,OH,total,2007,11500468.0,44828
1429,Ohio,OH,under18,2007,2790347.0,44828
1430,Ohio,OH,under18,2013,2649830.0,44828
1431,Ohio,OH,total,2013,11570808.0,44828
1432,Ohio,OH,total,2009,11528896.0,44828
1433,Ohio,OH,under18,2009,2748051.0,44828
1434,Ohio,OH,total,2010,11545435.0,44828
1435,Ohio,OH,under18,2010,2722589.0,44828
1436,Ohio,OH,under18,2011,2693469.0,44828
1437,Ohio,OH,total,2011,11549772.0,44828
1438,Ohio,OH,under18,2012,2668125.0,44828
1439,Ohio,OH,total,2012,11553031.0,44828
1440,Oklahoma,OK,total,2012,3815780.0,69903
1441,Oklahoma,OK,under18,2012,939911.0,69903
1442,Oklahoma,OK,total,2011,3785534.0,69903
1443,Oklahoma,OK,under18,2011,935714.0,69903
1444,Oklahoma,OK,under18,2010,931483.0,69903
1445,Oklahoma,OK,total,2010,3759263.0,69903
1446,Oklahoma,OK,total,2009,3717572.0,69903
1447,Oklahoma,OK,under18,2009,922711.0,69903
1448,Oklahoma,OK,total,2013,3850568.0,69903
1449,Oklahoma,OK,under18,2013,947027.0,69903
1450,Oklahoma,OK,total,2007,3634349.0,69903
1451,Oklahoma,OK,under18,2007,904328.0,69903
1452,Oklahoma,OK,total,2008,3668976.0,69903
1453,Oklahoma,OK,under18,2008,910617.0,69903
1454,Oklahoma,OK,total,2006,3594090.0,69903
1455,Oklahoma,OK,under18,2006,894761.0,69903
1456,Oklahoma,OK,total,2005,3548597.0,69903
1457,Oklahoma,OK,under18,2005,885316.0,69903
1458,Oklahoma,OK,total,2003,3504892.0,69903
1459,Oklahoma,OK,under18,2003,883959.0,69903
1460,Oklahoma,OK,total,2004,3525233.0,69903
1461,Oklahoma,OK,under18,2004,881606.0,69903
1462,Oklahoma,OK,total,2002,3489080.0,69903
1463,Oklahoma,OK,under18,2002,884961.0,69903
1464,Oklahoma,OK,total,2001,3467100.0,69903
1465,Oklahoma,OK,under18,2001,885218.0,69903
1466,Oklahoma,OK,total,1999,3437148.0,69903
1467,Oklahoma,OK,under18,1999,895678.0,69903
1468,Oklahoma,OK,total,2000,3454365.0,69903
1469,Oklahoma,OK,under18,2000,891847.0,69903
1470,Oklahoma,OK,total,1997,3372918.0,69903
1471,Oklahoma,OK,under18,1997,893835.0,69903
1472,Oklahoma,OK,under18,1998,898501.0,69903
1473,Oklahoma,OK,total,1998,3405194.0,69903
1474,Oklahoma,OK,under18,1996,887093.0,69903
1475,Oklahoma,OK,total,1996,3340129.0,69903
1476,Oklahoma,OK,total,1995,3308208.0,69903
1477,Oklahoma,OK,under18,1995,883667.0,69903
1478,Oklahoma,OK,under18,1994,877803.0,69903
1479,Oklahoma,OK,total,1994,3280940.0,69903
1480,Oklahoma,OK,under18,1992,862548.0,69903
1481,Oklahoma,OK,total,1992,3220517.0,69903
1482,Oklahoma,OK,total,1993,3252285.0,69903
1483,Oklahoma,OK,under18,1993,870137.0,69903
1484,Oklahoma,OK,total,1991,3175440.0,69903
1485,Oklahoma,OK,under18,1991,849639.0,69903
1486,Oklahoma,OK,under18,1990,841715.0,69903
1487,Oklahoma,OK,total,1990,3148825.0,69903
1488,Oregon,OR,under18,1990,742436.0,98386
1489,Oregon,OR,total,1990,2860375.0,98386
1490,Oregon,OR,total,1991,2928507.0,98386
1491,Oregon,OR,under18,1991,752442.0,98386
1492,Oregon,OR,total,1993,3060367.0,98386
1493,Oregon,OR,under18,1993,778973.0,98386
1494,Oregon,OR,under18,1992,770191.0,98386
1495,Oregon,OR,total,1992,2991755.0,98386
1496,Oregon,OR,under18,1994,793435.0,98386
1497,Oregon,OR,total,1994,3121264.0,98386
1498,Oregon,OR,total,1995,3184369.0,98386
1499,Oregon,OR,under18,1995,806512.0,98386
1500,Oregon,OR,under18,1996,816102.0,98386
1501,Oregon,OR,total,1996,3247111.0,98386
1502,Oregon,OR,under18,1998,837928.0,98386
1503,Oregon,OR,total,1998,3352449.0,98386
1504,Oregon,OR,total,1997,3304310.0,98386
1505,Oregon,OR,under18,1997,830002.0,98386
1506,Oregon,OR,total,2000,3429708.0,98386
1507,Oregon,OR,under18,2000,847511.0,98386
1508,Oregon,OR,total,1999,3393941.0,98386
1509,Oregon,OR,under18,1999,843484.0,98386
1510,Oregon,OR,total,2001,3467937.0,98386
1511,Oregon,OR,under18,2001,848663.0,98386
1512,Oregon,OR,total,2002,3513424.0,98386
1513,Oregon,OR,under18,2002,850733.0,98386
1514,Oregon,OR,total,2004,3569463.0,98386
1515,Oregon,OR,under18,2004,846786.0,98386
1516,Oregon,OR,total,2003,3547376.0,98386
1517,Oregon,OR,under18,2003,850251.0,98386
1518,Oregon,OR,total,2005,3613202.0,98386
1519,Oregon,OR,under18,2005,849323.0,98386
1520,Oregon,OR,total,2006,3670883.0,98386
1521,Oregon,OR,under18,2006,857003.0,98386
1522,Oregon,OR,total,2008,3768748.0,98386
1523,Oregon,OR,under18,2008,865664.0,98386
1524,Oregon,OR,total,2007,3722417.0,98386
1525,Oregon,OR,under18,2007,862161.0,98386
1526,Oregon,OR,under18,2013,857606.0,98386
1527,Oregon,OR,total,2013,3930065.0,98386
1528,Oregon,OR,total,2009,3808600.0,98386
1529,Oregon,OR,under18,2009,866194.0,98386
1530,Oregon,OR,total,2010,3837208.0,98386
1531,Oregon,OR,under18,2010,865129.0,98386
1532,Oregon,OR,under18,2011,862518.0,98386
1533,Oregon,OR,total,2011,3867937.0,98386
1534,Oregon,OR,under18,2012,859910.0,98386
1535,Oregon,OR,total,2012,3899801.0,98386
1536,Maryland,MD,total,2012,5884868.0,12407
1537,Maryland,MD,under18,2012,1346235.0,12407
1538,Maryland,MD,under18,2011,1348766.0,12407
1539,Maryland,MD,total,2011,5840241.0,12407
1540,Maryland,MD,under18,2010,1351983.0,12407
1541,Maryland,MD,total,2010,5787193.0,12407
1542,Maryland,MD,total,2013,5928814.0,12407
1543,Maryland,MD,total,2009,5730388.0,12407
1544,Maryland,MD,under18,2009,1353631.0,12407
1545,Maryland,MD,under18,2013,1344522.0,12407
1546,Maryland,MD,total,2007,5653408.0,12407
1547,Maryland,MD,under18,2007,1369563.0,12407
1548,Maryland,MD,total,2008,5684965.0,12407
1549,Maryland,MD,under18,2008,1359214.0,12407
1550,Maryland,MD,total,2005,5592379.0,12407
1551,Maryland,MD,under18,2005,1382966.0,12407
1552,Maryland,MD,total,2006,5627367.0,12407
1553,Maryland,MD,under18,2006,1377756.0,12407
1554,Maryland,MD,total,2003,5496269.0,12407
1555,Maryland,MD,under18,2003,1379641.0,12407
1556,Maryland,MD,total,2004,5546935.0,12407
1557,Maryland,MD,under18,2004,1383450.0,12407
1558,Maryland,MD,total,2001,5374691.0,12407
1559,Maryland,MD,under18,2001,1366552.0,12407
1560,Maryland,MD,total,2002,5440389.0,12407
1561,Maryland,MD,under18,2002,1375354.0,12407
1562,Maryland,MD,total,2000,5311034.0,12407
1563,Maryland,MD,under18,2000,1356961.0,12407
1564,Maryland,MD,total,1999,5254509.0,12407
1565,Maryland,MD,under18,1999,1348659.0,12407
1566,Maryland,MD,total,1997,5157328.0,12407
1567,Maryland,MD,under18,1997,1321306.0,12407
1568,Maryland,MD,under18,1998,1338727.0,12407
1569,Maryland,MD,total,1998,5204464.0,12407
1570,Maryland,MD,under18,1996,1303816.0,12407
1571,Maryland,MD,total,1996,5111986.0,12407
1572,Maryland,MD,total,1995,5070033.0,12407
1573,Maryland,MD,under18,1995,1300695.0,12407
1574,Maryland,MD,under18,1992,1235498.0,12407
1575,Maryland,MD,total,1992,4923369.0,12407
1576,Maryland,MD,total,1993,4971889.0,12407
1577,Maryland,MD,under18,1993,1261738.0,12407
1578,Maryland,MD,under18,1994,1280772.0,12407
1579,Maryland,MD,total,1994,5023060.0,12407
1580,Maryland,MD,total,1991,4867641.0,12407
1581,Maryland,MD,under18,1991,1208898.0,12407
1582,Maryland,MD,under18,1990,1180426.0,12407
1583,Maryland,MD,total,1990,4799770.0,12407
1584,Massachusetts,MA,under18,1990,1353806.0,10555
1585,Massachusetts,MA,total,1990,6022639.0,10555
1586,Massachusetts,MA,total,1991,6018470.0,10555
1587,Massachusetts,MA,under18,1991,1375110.0,10555
1588,Massachusetts,MA,under18,1994,1437069.0,10555
1589,Massachusetts,MA,total,1994,6095241.0,10555
1590,Massachusetts,MA,total,1993,6060569.0,10555
1591,Massachusetts,MA,under18,1993,1415724.0,10555
1592,Massachusetts,MA,under18,1992,1390188.0,10555
1593,Massachusetts,MA,total,1992,6028709.0,10555
1594,Massachusetts,MA,total,1995,6141445.0,10555
1595,Massachusetts,MA,under18,1995,1453489.0,10555
1596,Massachusetts,MA,under18,1996,1468614.0,10555
1597,Massachusetts,MA,total,1996,6179756.0,10555
1598,Massachusetts,MA,under18,1998,1491652.0,10555
1599,Massachusetts,MA,total,1998,6271838.0,10555
1600,Massachusetts,MA,total,1997,6226058.0,10555
1601,Massachusetts,MA,under18,1997,1478203.0,10555
1602,Massachusetts,MA,total,1999,6317345.0,10555
1603,Massachusetts,MA,under18,1999,1495818.0,10555
1604,Massachusetts,MA,total,2000,6361104.0,10555
1605,Massachusetts,MA,under18,2000,1501334.0,10555
1606,Massachusetts,MA,total,2001,6397634.0,10555
1607,Massachusetts,MA,under18,2001,1505028.0,10555
1608,Massachusetts,MA,total,2002,6417206.0,10555
1609,Massachusetts,MA,under18,2002,1502652.0,10555
1610,Massachusetts,MA,total,2004,6412281.0,10555
1611,Massachusetts,MA,under18,2004,1479541.0,10555
1612,Massachusetts,MA,total,2003,6422565.0,10555
1613,Massachusetts,MA,under18,2003,1493372.0,10555
1614,Massachusetts,MA,total,2006,6410084.0,10555
1615,Massachusetts,MA,under18,2006,1450202.0,10555
1616,Massachusetts,MA,total,2005,6403290.0,10555
1617,Massachusetts,MA,under18,2005,1464140.0,10555
1618,Massachusetts,MA,total,2008,6468967.0,10555
1619,Massachusetts,MA,under18,2008,1429727.0,10555
1620,Massachusetts,MA,total,2007,6431559.0,10555
1621,Massachusetts,MA,under18,2007,1439757.0,10555
1622,Massachusetts,MA,under18,2013,1393946.0,10555
1623,Massachusetts,MA,total,2009,6517613.0,10555
1624,Massachusetts,MA,under18,2009,1422935.0,10555
1625,Massachusetts,MA,total,2013,6692824.0,10555
1626,Massachusetts,MA,total,2010,6563263.0,10555
1627,Massachusetts,MA,under18,2010,1415962.0,10555
1628,Massachusetts,MA,total,2011,6606285.0,10555
1629,Massachusetts,MA,under18,2011,1407240.0,10555
1630,Massachusetts,MA,under18,2012,1399417.0,10555
1631,Massachusetts,MA,total,2012,6645303.0,10555
1632,Michigan,MI,total,2012,9882519.0,96810
1633,Michigan,MI,under18,2012,2269365.0,96810
1634,Michigan,MI,under18,2011,2299116.0,96810
1635,Michigan,MI,total,2011,9874589.0,96810
1636,Michigan,MI,under18,2010,2333121.0,96810
1637,Michigan,MI,total,2010,9876149.0,96810
1638,Michigan,MI,total,2013,9895622.0,96810
1639,Michigan,MI,total,2009,9901591.0,96810
1640,Michigan,MI,under18,2009,2372603.0,96810
1641,Michigan,MI,under18,2013,2245201.0,96810
1642,Michigan,MI,total,2007,10001284.0,96810
1643,Michigan,MI,under18,2007,2470063.0,96810
1644,Michigan,MI,total,2008,9946889.0,96810
1645,Michigan,MI,under18,2008,2418879.0,96810
1646,Michigan,MI,total,2005,10051137.0,96810
1647,Michigan,MI,under18,2005,2531839.0,96810
1648,Michigan,MI,total,2006,10036081.0,96810
1649,Michigan,MI,under18,2006,2503548.0,96810
1650,Michigan,MI,total,2003,10041152.0,96810
1651,Michigan,MI,under18,2003,2569080.0,96810
1652,Michigan,MI,total,2004,10055315.0,96810
1653,Michigan,MI,under18,2004,2553314.0,96810
1654,Michigan,MI,total,2002,10015710.0,96810
1655,Michigan,MI,under18,2002,2584310.0,96810
1656,Michigan,MI,total,2001,9991120.0,96810
1657,Michigan,MI,under18,2001,2593310.0,96810
1658,Michigan,MI,total,2000,9952450.0,96810
1659,Michigan,MI,under18,2000,2596114.0,96810
1660,Michigan,MI,total,1999,9897116.0,96810
1661,Michigan,MI,under18,1999,2591944.0,96810
1662,Michigan,MI,total,1997,9809051.0,96810
1663,Michigan,MI,under18,1997,2582270.0,96810
1664,Michigan,MI,under18,1998,2586343.0,96810
1665,Michigan,MI,total,1998,9847942.0,96810
1666,Michigan,MI,under18,1996,2569745.0,96810
1667,Michigan,MI,total,1996,9758645.0,96810
1668,Michigan,MI,total,1995,9676211.0,96810
1669,Michigan,MI,under18,1995,2556799.0,96810
1670,Michigan,MI,under18,1992,2501765.0,96810
1671,Michigan,MI,total,1992,9479065.0,96810
1672,Michigan,MI,total,1993,9540114.0,96810
1673,Michigan,MI,under18,1993,2522249.0,96810
1674,Michigan,MI,under18,1994,2535196.0,96810
1675,Michigan,MI,total,1994,9597737.0,96810
1676,Michigan,MI,total,1991,9400446.0,96810
1677,Michigan,MI,under18,1991,2484957.0,96810
1678,Michigan,MI,under18,1990,2459633.0,96810
1679,Michigan,MI,total,1990,9311319.0,96810
1680,Minnesota,MN,under18,1990,1176680.0,86943
1681,Minnesota,MN,total,1990,4389857.0,86943
1682,Minnesota,MN,total,1991,4440859.0,86943
1683,Minnesota,MN,under18,1991,1191207.0,86943
